,DE_load,DK_load,HU_load,IT_load,NL_load,PO_load,SE_load,SP_load,UK_load,label,SP_gen,UK_gen,DE_gen,DK_gen,HU_gen,SE_gen,IT_gen,PO_gen,NL_gen
2022-01-20 18:00:00,301935.0,5132.0,26751.0,42877.0,62216.0,24719.0,20952.0,37649.0,2930.0,DK,18204.0,0.0,167583.0,4876.0,1202.0,17175.0,8664.0,6712.0,13914.0
2022-01-20 19:00:00,284708.0,4904.0,25898.0,39145.0,59313.0,23256.0,20254.0,36496.0,2702.0,DK,17689.0,0.0,164397.0,4617.0,1139.0,17133.0,6722.0,6634.0,14088.0
2022-01-20 20:00:00,269937.0,4716.0,24872.0,35101.0,56182.0,21681.0,19477.0,33375.0,2527.0,DK,15952.0,0.0,154061.0,4549.0,1083.0,16848.0,6003.0,6401.0,13022.0
2022-01-20 21:00:00,259109.0,4457.0,23913.0,31611.0,52848.0,20396.0,18858.0,30146.0,2350.0,DK,15464.0,0.0,153654.0,4563.0,1393.0,16531.0,5693.0,6337.0,12198.0
2022-01-20 22:00:00,247167.0,4144.0,22847.0,28992.0,49755.0,19487.0,18490.0,28275.0,2102.0,DK,15469.0,0.0,156910.0,4390.0,1360.0,16393.0,6007.0,6435.0,9969.0
2022-01-20 23:00:00,237683.0,3985.0,21507.0,27437.0,46977.0,18894.0,18206.0,26251.0,1830.0,DK,15507.0,0.0,154205.0,4319.0,1563.0,15993.0,6504.0,6490.0,9649.0
2022-01-21 00:00:00,231244.0,3927.0,20769.0,26741.0,45932.0,18551.0,17988.0,24979.0,1578.0,DK,16011.0,0.0,153746.0,4167.0,1484.0,15763.0,6531.0,6508.0,10669.0
2022-01-21 01:00:00,228900.0,3903.0,20182.0,26532.0,45002.0,18580.0,18078.0,24559.0,1444.0,DK,16284.0,0.0,154426.0,3877.0,1433.0,15605.0,6615.0,6624.0,9637.0
2022-01-21 02:00:00,230460.0,3948.0,20094.0,26954.0,44577.0,18852.0,18396.0,24415.0,1429.0,DK,16330.0,0.0,150328.0,3893.0,1596.0,15596.0,5715.0,6642.0,9335.0
2022-01-21 03:00:00,236537.0,4215.0,20865.0,28758.0,44928.0,19778.0,19010.0,24999.0,1379.0,DK,16517.0,0.0,144379.0,3939.0,1634.0,15776.0,5132.0,6577.0,8698.0
2022-01-21 04:00:00,248730.0,4716.0,22750.0,34235.0,47168.0,22312.0,20258.0,27928.0,1350.0,DK,16522.0,0.0,142277.0,3991.0,1568.0,16116.0,5550.0,6598.0,8582.0
2022-01-21 05:00:00,275602.0,5300.0,25714.0,40665.0,52519.0,24188.0,21818.0,32523.0,1369.0,DK,15933.0,0.0,137069.0,4132.0,1545.0,16301.0,8123.0,6585.0,8639.0
2022-01-21 06:00:00,296849.0,5505.0,26687.0,45342.0,59685.0,25037.0,22309.0,35070.0,1474.0,UK,16819.0,0.0,141366.0,4014.0,1788.0,16647.0,10401.0,6575.0,8415.0
2022-01-21 07:00:00,302150.0,5418.0,26342.0,47124.0,63504.0,25436.0,21850.0,36097.0,1770.0,DK,18951.0,0.0,144748.0,3803.0,2795.0,16403.0,12215.0,6937.0,7598.0
2022-01-21 08:00:00,303368.0,5449.0,25447.0,46707.0,62413.0,25440.0,21917.0,36361.0,2231.0,DK,21692.0,0.0,145063.0,3948.0,4628.0,16139.0,11974.0,7275.0,8340.0
2022-01-21 09:00:00,303495.0,5285.0,24982.0,46428.0,60183.0,25662.0,21637.0,35654.0,2411.0,DK,23408.0,0.0,147690.0,3880.0,5542.0,15738.0,12511.0,7601.0,9175.0
2022-01-21 10:00:00,304931.0,5092.0,25110.0,43907.0,59256.0,25706.0,21327.0,35099.0,2517.0,DK,25014.0,0.0,149366.0,3978.0,5837.0,15453.0,12747.0,7431.0,9113.0
2022-01-21 11:00:00,303247.0,5153.0,24909.0,43050.0,59561.0,25754.0,21055.0,34647.0,2522.0,DK,24512.0,0.0,153047.0,4135.0,6116.0,15318.0,11941.0,7058.0,9334.0
2022-01-21 12:00:00,297085.0,5073.0,24769.0,44093.0,60583.0,25300.0,20867.0,34002.0,2489.0,DK,24475.0,0.0,153480.0,4228.0,5336.0,15179.0,11689.0,6664.0,9549.0
2022-01-21 13:00:00,292100.0,5127.0,25468.0,43839.0,60930.0,25113.0,20890.0,33368.0,2464.0,DK,24617.0,0.0,149757.0,3776.0,3666.0,15047.0,9639.0,6150.0,8953.0
2022-01-21 14:00:00,288917.0,5225.0,26272.0,43867.0,61095.0,25516.0,21252.0,33068.0,2373.0,DK,23226.0,0.0,145763.0,3997.0,2167.0,14668.0,8573.0,5832.0,8900.0
2022-01-21 15:00:00,292081.0,5652.0,27258.0,45655.0,62514.0,25722.0,21568.0,33320.0,2346.0,DK,19133.0,0.0,147362.0,3920.0,1552.0,14586.0,9549.0,5989.0,8786.0
2022-01-21 16:00:00,302555.0,5520.0,27344.0,45849.0,65284.0,25234.0,21277.0,34793.0,2366.0,DK,17188.0,0.0,154645.0,3821.0,1529.0,14680.0,10930.0,6128.0,9007.0
2022-01-21 17:00:00,298203.0,5139.0,27010.0,44877.0,62894.0,25154.0,20730.0,36350.0,2494.0,DK,18396.0,0.0,148481.0,3529.0,1499.0,14374.0,10918.0,5908.0,8947.0
2022-01-21 18:00:00,287592.0,4756.0,26474.0,42094.0,59968.0,24531.0,20123.0,36666.0,2716.0,DK,18636.0,0.0,152359.0,3333.0,1376.0,13936.0,8890.0,5310.0,9162.0
2022-01-21 19:00:00,270735.0,4374.0,25553.0,38768.0,56802.0,22996.0,19331.0,35791.0,2548.0,DK,18247.0,0.0,155468.0,3314.0,1552.0,13605.0,7994.0,4679.0,10014.0
2022-01-21 20:00:00,257777.0,4190.0,24604.0,35054.0,53762.0,21680.0,18717.0,32851.0,2356.0,DK,17469.0,0.0,158883.0,2880.0,1600.0,13006.0,7857.0,4387.0,9755.0
2022-01-21 21:00:00,248839.0,3965.0,23789.0,31821.0,50796.0,20562.0,18343.0,29870.0,2177.0,DK,16373.0,0.0,161122.0,2706.0,1623.0,12770.0,7499.0,4219.0,9263.0
2022-01-21 22:00:00,236079.0,3840.0,22758.0,29165.0,48343.0,19510.0,17838.0,28291.0,1967.0,DK,16275.0,0.0,161821.0,2388.0,1552.0,12228.0,7713.0,4065.0,9329.0
2022-01-21 23:00:00,222712.0,3758.0,21440.0,27445.0,45925.0,18900.0,17290.0,26365.0,1722.0,DK,15451.0,0.0,161435.0,2173.0,1496.0,11935.0,7626.0,4021.0,7880.0
2022-01-22 00:00:00,216226.0,3687.0,20615.0,26408.0,43972.0,18367.0,17329.0,25041.0,1508.0,UK,15860.0,0.0,162733.0,1895.0,1395.0,12144.0,8009.0,4009.0,7275.0
2022-01-22 01:00:00,211031.0,3549.0,19855.0,26025.0,42997.0,18193.0,17327.0,24159.0,1369.0,UK,15535.0,0.0,157211.0,1799.0,1275.0,12204.0,7515.0,4113.0,6661.0
2022-01-22 02:00:00,208592.0,3564.0,19442.0,25843.0,42462.0,18349.0,17137.0,23771.0,1339.0,UK,15104.0,0.0,148401.0,2005.0,1373.0,12157.0,7182.0,4243.0,5639.0
2022-01-22 03:00:00,207309.0,3784.0,19678.0,26594.0,42393.0,18521.0,17350.0,23626.0,1279.0,UK,14229.0,0.0,133944.0,2007.0,1482.0,12286.0,6995.0,4312.0,4993.0
2022-01-22 04:00:00,205316.0,3803.0,20322.0,29359.0,43214.0,19510.0,17629.0,24160.0,1257.0,UK,13286.0,0.0,121450.0,1852.0,1469.0,12369.0,5857.0,4260.0,4382.0
2022-01-22 05:00:00,210164.0,4242.0,21841.0,32824.0,45347.0,20336.0,18632.0,25529.0,1252.0,UK,12218.0,0.0,109327.0,1779.0,1410.0,12693.0,6351.0,4292.0,4780.0
2022-01-22 06:00:00,219732.0,4510.0,23044.0,35823.0,48806.0,21613.0,19457.0,27165.0,1282.0,UK,11476.0,0.0,98538.0,1843.0,1505.0,12821.0,8676.0,4279.0,4513.0
2022-01-22 07:00:00,233462.0,4647.0,23883.0,37709.0,51725.0,22674.0,19772.0,29454.0,1438.0,UK,12543.0,0.0,95503.0,1868.0,2025.0,12813.0,10534.0,4408.0,3913.0
2022-01-22 08:00:00,243485.0,4695.0,23926.0,37401.0,54181.0,23285.0,19871.0,30687.0,1666.0,UK,14448.0,0.0,92481.0,2201.0,2996.0,12714.0,12145.0,4245.0,3330.0
2022-01-22 09:00:00,248927.0,4624.0,23759.0,36103.0,55473.0,23314.0,19835.0,31760.0,1871.0,UK,16324.0,0.0,91450.0,2388.0,3706.0,12776.0,12294.0,4532.0,3109.0
2022-01-22 10:00:00,253016.0,4547.0,23351.0,34330.0,55722.0,23142.0,19535.0,31479.0,2043.0,UK,16112.0,0.0,92281.0,2468.0,4425.0,12702.0,12762.0,4111.0,3074.0
2022-01-22 11:00:00,251181.0,4583.0,22681.0,32913.0,55562.0,22959.0,19557.0,31485.0,2103.0,DK,15027.0,0.0,88574.0,2609.0,4957.0,12721.0,12718.0,3703.0,3392.0
2022-01-22 12:00:00,244920.0,4544.0,22316.0,32647.0,55290.0,22512.0,19569.0,31236.0,2121.0,UK,14922.0,0.0,86291.0,2407.0,4765.0,12778.0,11496.0,3206.0,3322.0
2022-01-22 13:00:00,240782.0,4480.0,22702.0,32445.0,55089.0,22047.0,19440.0,30201.0,2119.0,DK,14550.0,0.0,82200.0,2418.0,3540.0,12619.0,8209.0,2693.0,3123.0
2022-01-22 14:00:00,238876.0,4697.0,23446.0,33067.0,55083.0,22404.0,19604.0,29405.0,2071.0,UK,13694.0,0.0,75567.0,2557.0,2074.0,12650.0,6386.0,2486.0,2796.0
2022-01-22 15:00:00,243339.0,5066.0,24655.0,36257.0,56510.0,22817.0,19833.0,29191.0,2045.0,UK,11607.0,0.0,77311.0,2679.0,1361.0,12887.0,7888.0,2933.0,2915.0
2022-01-22 16:00:00,254881.0,4996.0,25142.0,38333.0,59461.0,22640.0,19661.0,30811.0,2096.0,UK,10404.0,0.0,82970.0,2796.0,1289.0,12762.0,8728.0,2917.0,2622.0
2022-01-22 17:00:00,253557.0,4685.0,25001.0,38512.0,58230.0,22430.0,19571.0,32306.0,2298.0,DK,11283.0,0.0,83462.0,2761.0,1181.0,12707.0,8587.0,2567.0,2245.0
2022-01-22 18:00:00,243789.0,4461.0,24648.0,36342.0,56009.0,21872.0,19184.0,33011.0,2519.0,DK,10722.0,0.0,76387.0,2643.0,1160.0,12645.0,7854.0,2225.0,1891.0
2022-01-22 19:00:00,228390.0,4223.0,23812.0,33474.0,53081.0,20706.0,18545.0,32892.0,2336.0,DK,10317.0,0.0,71080.0,2771.0,1086.0,12521.0,6877.0,2202.0,1692.0
2022-01-22 20:00:00,219422.0,4043.0,22828.0,30705.0,50581.0,19582.0,17958.0,30802.0,2140.0,DK,8956.0,0.0,70710.0,2746.0,947.0,12511.0,6718.0,2143.0,1331.0
2022-01-22 21:00:00,212950.0,3812.0,21750.0,28340.0,48426.0,18499.0,17419.0,28412.0,1966.0,DK,8590.0,0.0,70320.0,2568.0,878.0,12436.0,5832.0,2090.0,1436.0
2022-01-22 22:00:00,201207.0,3507.0,20691.0,26157.0,46531.0,17415.0,17143.0,26330.0,1818.0,DK,8427.0,0.0,71804.0,2597.0,914.0,12057.0,6530.0,1907.0,1149.0
2022-01-22 23:00:00,192724.0,3354.0,19663.0,24524.0,44913.0,16899.0,16589.0,24316.0,1640.0,DK,7423.0,0.0,74820.0,2563.0,893.0,12005.0,6303.0,1791.0,860.0
2022-01-23 00:00:00,185833.0,3264.0,19063.0,23208.0,43537.0,16508.0,16287.0,22918.0,1466.0,DK,6828.0,0.0,74951.0,2383.0,932.0,11913.0,5786.0,1710.0,730.0
2022-01-23 01:00:00,182649.0,3203.0,18513.0,22663.0,42612.0,16307.0,16149.0,22204.0,1348.0,DK,6874.0,0.0,73574.0,2243.0,870.0,11889.0,6604.0,1674.0,709.0
2022-01-23 02:00:00,182842.0,3188.0,18186.0,22576.0,42176.0,16515.0,16227.0,21939.0,1306.0,DK,6710.0,0.0,75190.0,2352.0,908.0,11912.0,6769.0,1557.0,607.0
2022-01-23 03:00:00,182913.0,3246.0,18420.0,23122.0,42298.0,16619.0,16227.0,21924.0,1246.0,DK,6605.0,0.0,72504.0,2491.0,817.0,12030.0,6841.0,1389.0,571.0
2022-01-23 04:00:00,181445.0,3368.0,18858.0,24512.0,42723.0,17016.0,16777.0,22207.0,1207.0,DK,6632.0,0.0,70203.0,2613.0,885.0,12076.0,5642.0,1186.0,572.0
2022-01-23 05:00:00,183933.0,3587.0,19947.0,25837.0,43618.0,17262.0,17545.0,22975.0,1187.0,DK,6772.0,0.0,67900.0,2606.0,926.0,12045.0,6145.0,1061.0,563.0
2022-01-23 06:00:00,192688.0,3893.0,21022.0,28004.0,45654.0,18160.0,17772.0,23681.0,1203.0,UK,6553.0,0.0,62594.0,2685.0,1361.0,12169.0,8489.0,1023.0,613.0
2022-01-23 07:00:00,204225.0,4108.0,22238.0,30176.0,48183.0,19182.0,18068.0,25835.0,1301.0,UK,8538.0,0.0,58103.0,2610.0,1936.0,12219.0,11742.0,1136.0,623.0
2022-01-23 08:00:00,217051.0,4231.0,22965.0,31083.0,50528.0,19876.0,18539.0,28092.0,1438.0,UK,11390.0,0.0,61553.0,2635.0,2815.0,12157.0,13774.0,1381.0,736.0
2022-01-23 09:00:00,227228.0,4258.0,23184.0,31127.0,51204.0,20282.0,19094.0,29068.0,1609.0,DK,12989.0,0.0,68229.0,2723.0,3672.0,12302.0,14186.0,1645.0,844.0
2022-01-23 10:00:00,235852.0,4266.0,23138.0,30653.0,51476.0,20499.0,18712.0,29116.0,1830.0,DK,13613.0,0.0,73370.0,2766.0,4163.0,12356.0,13272.0,1653.0,898.0
2022-01-23 11:00:00,232807.0,4206.0,22590.0,28262.0,51621.0,20564.0,18317.0,29615.0,1973.0,DK,12881.0,0.0,72939.0,2691.0,3984.0,12409.0,12143.0,1483.0,917.0
2022-01-23 12:00:00,225857.0,4199.0,22124.0,28007.0,51503.0,20322.0,18072.0,29684.0,2080.0,DK,13231.0,0.0,68130.0,2922.0,3471.0,12650.0,11610.0,1168.0,989.0
2022-01-23 13:00:00,221312.0,4203.0,22219.0,28562.0,51896.0,19968.0,18364.0,28440.0,2176.0,DK,13399.0,0.0,61761.0,2891.0,2548.0,12966.0,9755.0,836.0,993.0
2022-01-23 14:00:00,219742.0,4431.0,22811.0,29556.0,52531.0,20383.0,19341.0,27836.0,2117.0,DK,12479.0,0.0,56480.0,2716.0,1637.0,13292.0,8135.0,696.0,732.0
2022-01-23 15:00:00,226091.0,4909.0,23958.0,32759.0,54525.0,21120.0,19751.0,27751.0,2077.0,UK,11397.0,0.0,52588.0,2801.0,1268.0,13472.0,8828.0,965.0,585.0
2022-01-23 16:00:00,240822.0,4782.0,24550.0,35328.0,58966.0,21164.0,19410.0,29689.0,2116.0,DK,10071.0,0.0,53648.0,2857.0,1290.0,13533.0,10731.0,1073.0,623.0
2022-01-23 17:00:00,241529.0,4428.0,24632.0,36208.0,57518.0,21196.0,18938.0,31702.0,2316.0,DK,10256.0,0.0,53813.0,2871.0,1295.0,13507.0,10872.0,902.0,882.0
2022-01-23 18:00:00,234406.0,4181.0,24422.0,34796.0,55278.0,20880.0,18343.0,32853.0,2480.0,DK,10755.0,0.0,46813.0,3113.0,1164.0,13706.0,9031.0,897.0,1088.0
2022-01-23 19:00:00,224958.0,3975.0,23698.0,32538.0,52954.0,20033.0,17602.0,32650.0,2310.0,DK,10193.0,0.0,46831.0,3331.0,1058.0,13333.0,7831.0,676.0,1151.0
2022-01-23 20:00:00,219613.0,3816.0,22621.0,29902.0,50962.0,19421.0,17093.0,30805.0,2144.0,DK,9521.0,0.0,48408.0,3601.0,1128.0,13394.0,7529.0,681.0,1290.0
2022-01-23 21:00:00,216361.0,3586.0,21659.0,27203.0,48653.0,18444.0,16458.0,28166.0,1976.0,DK,8351.0,0.0,50218.0,3790.0,965.0,13147.0,6937.0,828.0,1203.0
2022-01-23 22:00:00,204696.0,3437.0,20637.0,24629.0,46289.0,17592.0,16124.0,26021.0,1795.0,DK,6895.0,0.0,54684.0,3926.0,812.0,12813.0,6760.0,922.0,1243.0
2022-01-23 23:00:00,196724.0,3335.0,19726.0,23219.0,44870.0,17121.0,16147.0,24475.0,1574.0,DK,6517.0,0.0,56644.0,3893.0,733.0,12764.0,6930.0,1001.0,1562.0
2022-01-24 00:00:00,192176.0,3283.0,19260.0,22650.0,43915.0,16952.0,16008.0,23485.0,1366.0,DK,6281.0,0.0,59896.0,3670.0,663.0,12801.0,7303.0,1091.0,1789.0
2022-01-24 01:00:00,192041.0,3268.0,18809.0,22477.0,43413.0,16986.0,15850.0,23056.0,1252.0,DK,6032.0,0.0,65730.0,3575.0,652.0,13017.0,7833.0,1176.0,1619.0
2022-01-24 02:00:00,194553.0,3347.0,18875.0,23256.0,43290.0,17500.0,16193.0,23115.0,1262.0,DK,6012.0,0.0,67570.0,3670.0,708.0,13421.0,6965.0,1282.0,1553.0
2022-01-24 03:00:00,202109.0,3602.0,19809.0,25836.0,44199.0,18618.0,16399.0,23986.0,1229.0,DK,6023.0,0.0,61635.0,3709.0,715.0,13896.0,6218.0,1432.0,1413.0
2022-01-24 04:00:00,221649.0,4206.0,22115.0,32487.0,47068.0,21641.0,18008.0,27268.0,1205.0,DK,7746.0,0.0,55734.0,3819.0,686.0,14760.0,7974.0,1447.0,1261.0
2022-01-24 05:00:00,255950.0,4847.0,25584.0,39348.0,52173.0,23850.0,19543.0,31891.0,1214.0,DK,10187.0,0.0,57347.0,3876.0,654.0,15396.0,10301.0,1521.0,1166.0
2022-01-24 06:00:00,278202.0,5123.0,26538.0,44680.0,59297.0,24988.0,19950.0,34694.0,1337.0,DK,10911.0,0.0,62582.0,3848.0,1008.0,15677.0,13864.0,2026.0,1028.0
2022-01-24 07:00:00,287412.0,5151.0,26194.0,46806.0,64025.0,25607.0,19771.0,35846.0,1697.0,DK,12148.0,0.0,67922.0,3802.0,2509.0,15699.0,15429.0,2346.0,977.0
2022-01-24 08:00:00,290176.0,5224.0,25213.0,46257.0,64882.0,25602.0,20027.0,36539.0,2158.0,DK,13527.0,0.0,72814.0,3869.0,4328.0,15681.0,14556.0,2500.0,955.0
2022-01-24 09:00:00,292215.0,5233.0,24579.0,45349.0,63624.0,25880.0,20088.0,36402.0,2342.0,DK,14384.0,0.0,76055.0,3926.0,5354.0,15518.0,14489.0,2749.0,1044.0
2022-01-24 10:00:00,294269.0,5172.0,24455.0,43015.0,62008.0,25783.0,19964.0,36253.0,2448.0,DK,15251.0,0.0,79288.0,4049.0,5746.0,15250.0,14096.0,2739.0,995.0
2022-01-24 11:00:00,294034.0,5156.0,24487.0,43675.0,61026.0,25804.0,19953.0,36145.0,2431.0,DK,14858.0,0.0,81012.0,4033.0,5638.0,15091.0,14748.0,2782.0,1018.0
2022-01-24 12:00:00,289963.0,5149.0,24506.0,44668.0,60899.0,25514.0,19929.0,35584.0,2426.0,DK,14362.0,0.0,77361.0,3978.0,4856.0,15108.0,14309.0,2525.0,1043.0
2022-01-24 13:00:00,285257.0,5048.0,25338.0,45100.0,61182.0,25327.0,20000.0,34858.0,2426.0,DK,13854.0,0.0,68828.0,3872.0,3220.0,15205.0,13037.0,2411.0,903.0
2022-01-24 14:00:00,281734.0,5176.0,26388.0,45374.0,62337.0,25568.0,20437.0,34450.0,2362.0,DK,12331.0,0.0,62813.0,3846.0,1380.0,15418.0,11676.0,2539.0,749.0
2022-01-24 15:00:00,283047.0,5447.0,27450.0,46507.0,64072.0,25787.0,20817.0,34416.0,2381.0,DK,11326.0,0.0,61243.0,3997.0,644.0,15257.0,12065.0,2744.0,665.0
2022-01-24 16:00:00,293543.0,5134.0,27946.0,46363.0,67371.0,25420.0,20258.0,35435.0,2464.0,DK,10450.0,0.0,67389.0,4128.0,629.0,15204.0,13083.0,2867.0,662.0
2022-01-24 17:00:00,291757.0,4808.0,27856.0,45423.0,64949.0,25242.0,19730.0,36779.0,2714.0,DK,11827.0,0.0,64705.0,3957.0,637.0,14876.0,11690.0,2801.0,650.0
2022-01-24 18:00:00,282009.0,4513.0,27475.0,42422.0,62199.0,24589.0,19365.0,37324.0,2893.0,DK,12503.0,0.0,57091.0,3708.0,641.0,14672.0,10004.0,2540.0,622.0
2022-01-24 19:00:00,266165.0,4238.0,26640.0,39434.0,58995.0,23088.0,18965.0,36032.0,2643.0,DK,11571.0,0.0,47681.0,3701.0,680.0,14646.0,8234.0,2505.0,621.0
2022-01-24 20:00:00,251994.0,4005.0,25539.0,35083.0,55828.0,21629.0,18110.0,32785.0,2452.0,DK,9848.0,0.0,49070.0,3797.0,734.0,14039.0,7211.0,2611.0,671.0
2022-01-24 21:00:00,240576.0,3732.0,24636.0,31770.0,52696.0,20331.0,17132.0,29553.0,2271.0,DK,7783.0,0.0,51229.0,3908.0,767.0,13542.0,6787.0,2764.0,730.0
2022-01-24 22:00:00,228487.0,3596.0,23510.0,29109.0,49722.0,19306.0,16709.0,27725.0,2024.0,DK,6235.0,0.0,57076.0,4138.0,763.0,13231.0,7196.0,2875.0,660.0
2022-01-24 23:00:00,219295.0,3541.0,22346.0,27272.0,47327.0,18764.0,16822.0,25899.0,1746.0,DK,6362.0,0.0,63118.0,4106.0,777.0,13048.0,7944.0,2972.0,645.0
2022-01-25 00:00:00,213592.0,3463.0,21593.0,26494.0,46004.0,18395.0,16838.0,24733.0,1527.0,DK,6082.0,0.0,64871.0,3833.0,755.0,12772.0,8168.0,2928.0,554.0
2022-01-25 01:00:00,213095.0,3353.0,21028.0,26242.0,45478.0,18457.0,16477.0,24199.0,1392.0,DK,6220.0,0.0,67899.0,3621.0,703.0,12597.0,7984.0,2964.0,538.0
2022-01-25 02:00:00,215340.0,3397.0,20959.0,26621.0,45254.0,18790.0,16068.0,24074.0,1388.0,DK,5909.0,0.0,70299.0,3353.0,658.0,12485.0,7624.0,3037.0,514.0
2022-01-25 03:00:00,222765.0,3687.0,21643.0,28503.0,45947.0,19668.0,16440.0,24791.0,1347.0,DK,6381.0,0.0,66717.0,2979.0,647.0,12640.0,6734.0,3133.0,507.0
2022-01-25 04:00:00,238789.0,4182.0,23435.0,34532.0,48574.0,22133.0,18343.0,27599.0,1322.0,UK,6742.0,0.0,57133.0,2769.0,635.0,13539.0,7723.0,3167.0,502.0
2022-01-25 05:00:00,265315.0,4835.0,26536.0,41160.0,53724.0,23877.0,20214.0,32018.0,1341.0,UK,8503.0,0.0,55356.0,2659.0,625.0,13607.0,9906.0,3035.0,494.0
2022-01-25 06:00:00,285418.0,5042.0,27540.0,46213.0,60406.0,24939.0,20776.0,34652.0,1444.0,UK,10206.0,0.0,63625.0,2631.0,837.0,13513.0,14116.0,3163.0,488.0
2022-01-25 07:00:00,292596.0,4944.0,27734.0,47941.0,64247.0,25403.0,20797.0,35656.0,1773.0,UK,12257.0,0.0,63666.0,2476.0,1516.0,13306.0,15090.0,3493.0,492.0
2022-01-25 08:00:00,294162.0,4953.0,27677.0,47569.0,65236.0,25396.0,20734.0,36067.0,2263.0,UK,13497.0,0.0,67468.0,2524.0,2129.0,13300.0,15956.0,3502.0,484.0
2022-01-25 09:00:00,296940.0,4970.0,27671.0,46730.0,65066.0,25766.0,20284.0,35722.0,2457.0,DK,14127.0,0.0,69824.0,2592.0,2401.0,13067.0,15628.0,3619.0,543.0
2022-01-25 10:00:00,300265.0,4915.0,27647.0,44117.0,64265.0,25844.0,20504.0,35466.0,2549.0,DK,14790.0,0.0,76241.0,2594.0,2499.0,12938.0,14471.0,3688.0,563.0
2022-01-25 11:00:00,298907.0,4915.0,27573.0,43667.0,63664.0,25907.0,20124.0,35343.0,2560.0,DK,14420.0,0.0,76632.0,2656.0,2352.0,12798.0,13834.0,3582.0,607.0
2022-01-25 12:00:00,293267.0,4889.0,27216.0,44966.0,63430.0,25480.0,19782.0,34925.0,2558.0,DK,14111.0,0.0,75577.0,2619.0,1973.0,12561.0,13365.0,3215.0,739.0
2022-01-25 13:00:00,289017.0,4693.0,27379.0,45396.0,63146.0,25194.0,20193.0,34096.0,2540.0,DK,13616.0,0.0,71114.0,2529.0,1541.0,12758.0,11759.0,2847.0,737.0
2022-01-25 14:00:00,285814.0,4842.0,27579.0,45525.0,63613.0,25402.0,20703.0,33767.0,2435.0,UK,12771.0,0.0,64667.0,2400.0,1114.0,12844.0,9910.0,3114.0,707.0
2022-01-25 15:00:00,285238.0,5171.0,28092.0,46826.0,64918.0,25645.0,21150.0,33695.0,2409.0,UK,11151.0,0.0,65197.0,2294.0,932.0,12978.0,10555.0,3236.0,812.0
2022-01-25 16:00:00,294683.0,4915.0,28194.0,47232.0,67329.0,25304.0,20887.0,34900.0,2464.0,UK,10904.0,0.0,66721.0,2308.0,1045.0,12972.0,13105.0,3209.0,910.0
2022-01-25 17:00:00,293376.0,4798.0,27893.0,46069.0,64883.0,25183.0,20479.0,36447.0,2680.0,DK,11864.0,0.0,61600.0,2608.0,1068.0,13130.0,11540.0,3054.0,930.0
2022-01-25 18:00:00,283505.0,4559.0,27335.0,43147.0,62290.0,24556.0,20072.0,37006.0,2910.0,DK,12198.0,0.0,57383.0,2684.0,1124.0,13071.0,9295.0,2722.0,857.0
2022-01-25 19:00:00,267673.0,4213.0,26331.0,39873.0,59293.0,23076.0,19443.0,35786.0,2666.0,DK,11799.0,0.0,54429.0,2917.0,1208.0,12959.0,7876.0,2204.0,888.0
2022-01-25 20:00:00,254492.0,3952.0,25233.0,35640.0,56284.0,21626.0,18529.0,32629.0,2483.0,DK,9944.0,0.0,56268.0,3429.0,1265.0,12427.0,6959.0,2079.0,980.0
2022-01-25 21:00:00,243092.0,3734.0,24389.0,31958.0,52707.0,20269.0,17562.0,29338.0,2284.0,DK,8623.0,0.0,60613.0,4005.0,1250.0,12398.0,6690.0,1934.0,1300.0
2022-01-25 22:00:00,230721.0,3537.0,23322.0,29305.0,49947.0,19186.0,16912.0,27578.0,2058.0,DK,9047.0,0.0,69878.0,4290.0,1390.0,12309.0,6558.0,1911.0,1867.0
2022-01-25 23:00:00,222196.0,3507.0,22052.0,27549.0,47749.0,18596.0,16187.0,25748.0,1776.0,DK,7977.0,0.0,76928.0,4449.0,1323.0,12291.0,6761.0,1889.0,2628.0
2022-01-26 00:00:00,218002.0,3492.0,21272.0,26833.0,45851.0,18227.0,15929.0,24682.0,1539.0,DK,7362.0,0.0,83566.0,4633.0,1216.0,12471.0,6972.0,1961.0,2788.0
2022-01-26 01:00:00,217227.0,3467.0,20633.0,26723.0,45324.0,18271.0,15878.0,24115.0,1401.0,DK,6841.0,0.0,91893.0,4651.0,1115.0,12783.0,7187.0,2114.0,3306.0
2022-01-26 02:00:00,219895.0,3509.0,20448.0,26898.0,45074.0,18756.0,16125.0,24046.0,1397.0,DK,6805.0,0.0,96336.0,4840.0,1149.0,13354.0,7265.0,2217.0,4596.0
2022-01-26 03:00:00,226338.0,3735.0,21094.0,28987.0,45599.0,19638.0,16609.0,24748.0,1337.0,DK,6962.0,0.0,93023.0,4831.0,1113.0,13713.0,6739.0,2343.0,4932.0
2022-01-26 04:00:00,241526.0,4326.0,22913.0,35068.0,47919.0,21842.0,18208.0,27639.0,1312.0,DK,7543.0,0.0,92639.0,4962.0,1132.0,14692.0,7340.0,2515.0,4996.0
2022-01-26 05:00:00,271876.0,4954.0,25908.0,41552.0,52667.0,23671.0,19821.0,32072.0,1315.0,DK,9287.0,0.0,98662.0,5367.0,1133.0,15452.0,8941.0,2717.0,5449.0
2022-01-26 06:00:00,290946.0,5182.0,26946.0,46033.0,59806.0,24773.0,20117.0,34629.0,1430.0,DK,10865.0,0.0,105303.0,5473.0,1177.0,15768.0,11905.0,3305.0,5663.0
